,CityState,City.x,State.x,pop,City.y,Criteria.ID,State.y,StateAbb,DMA.Region,DMA.Region.Code
1627,"Goodlettsville, TN",Goodlettsville,TN,17075,Goodlettsville,1026002,Tennessee,TN,"Nashville, TN",659
1628,"Goodyear, AZ",Goodyear,AZ,59508,Goodyear,1013419,Arizona,AZ,"Phoenix, AZ",753
1629,"Goose Creek, SC",Goose Creek,SC,37900,Goose Creek,1025561,South Carolina,SC,"Charleston, SC",519
1630,"Goshen, IN",Goshen,IN,32630,Goshen,1017117,Indiana,IN,"South Bend-Elkhart, IN",588
1631,"Goshen, NY",Goshen,NY,5585,Goshen,1022953,New York,NY,"New York, NY",501
1632,"Grafton, OH",Grafton,OH,6716,Grafton,1023722,Ohio,OH,"Cleveland-Akron (Canton), OH",510
1633,"Grafton, WI",Grafton,WI,11613,Grafton,1027987,Wisconsin,WI,"Milwaukee, WI",617
1634,"Grafton, WV",Grafton,WV,5315,Grafton,1028347,West Virginia,WV,"Clarksburg-Weston, WV",598
1635,"Graham, NC",Graham,NC,14533,Graham,1021125,North Carolina,NC,"Greensboro-High Point-Winston Salem, NC",518
1636,"Graham, TX",Graham,TX,8479,Graham,1026437,Texas,TX,"Wichita Falls, TX & Lawton, OK",627
1637,"Grain Valley, MO",Grain Valley,MO,10352,Grain Valley,1020356,Missouri,MO,"Kansas City, MO",616
1638,"Grambling, LA",Grambling,LA,4516,Grambling,1017983,Louisiana,LA,"Monroe, LA-El Dorado, AR",628
1639,"Granbury, TX",Granbury,TX,8620,Granbury,1026438,Texas,TX,"Dallas-Ft. Worth, TX",623
1640,"Grand Blanc, MI",Grand Blanc,MI,7551,Grand Blanc,1019312,Michigan,MI,"Flint-Saginaw-Bay City, MI",513
1641,"Grand Forks, ND",Grand Forks,ND,51313,Grand Forks,1021449,North Dakota,ND,"Fargo-Valley City, ND",724
1642,"Grand Haven, MI",Grand Haven,MI,10608,Grand Haven,1019313,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
1643,"Grand Island, NE",Grand Island,NE,45801,Grand Island,1021667,Nebraska,NE,"Lincoln & Hastings-Kearney, NE",722
1644,"Grand Junction, CO",Grand Junction,CO,49688,Grand Junction,1014526,Colorado,CO,"Grand Junction-Montrose, CO",773
1645,"Grand Ledge, MI",Grand Ledge,MI,7669,Grand Ledge,1019315,Michigan,MI,"Lansing, MI",551
1646,"Grand Prairie, TX",Grand Prairie,TX,160641,Grand Prairie,1026439,Texas,TX,"Dallas-Ft. Worth, TX",623
1647,"Grand Rapids, MI",Grand Rapids,MI,193396,Grand Rapids,1019316,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
1648,"Grand Rapids, MN",Grand Rapids,MN,8743,Grand Rapids,1019858,Minnesota,MN,"Duluth, MN-Superior, WI",676
1649,"Grand Terrace, CA",Grand Terrace,CA,12204,Grand Terrace,1013825,California,CA,"Los Angeles, CA",803
1650,"Grandview, MO",Grandview,MO,24033,Grandview,1020358,Missouri,MO,"Kansas City, MO",616
1651,"Grandview, WA",Grandview,WA,9392,Grandview,1027600,Washington,WA,"Yakima-Pasco-Richland-Kennewick, WA",810
1652,"Grandville, MI",Grandville,MI,16718,Grandville,1019317,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
1653,"Granite City, IL",Granite City,IL,30703,Granite City,1016513,Illinois,IL,"St. Louis, MO",609
1654,"Granite Falls, NC",Granite Falls,NC,4610,Granite Falls,1021127,North Carolina,NC,"Charlotte, NC",517
1655,"Grants Pass, OR",Grants Pass,OR,33217,Grants Pass,1024469,Oregon,OR,"Medford-Klamath Falls, OR",813
1656,"Grants, NM",Grants,NM,8871,Grants,1022540,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
1657,"Grantsville, UT",Grantsville,UT,9049,Grantsville,1026933,Utah,UT,"Salt Lake City, UT",770
1658,"Granville, OH",Granville,OH,5382,Granville,1023724,Ohio,OH,"Columbus, OH",535
1659,"Grapevine, TX",Grapevine,TX,50471,Grapevine,1026441,Texas,TX,"Dallas-Ft. Worth, TX",623
1660,"Grass Valley, CA",Grass Valley,CA,12232,Grass Valley,1013826,California,CA,"Sacramento-Stockton-Modesto, CA",862
1661,"Grayslake, IL",Grayslake,IL,21735,Grayslake,1016517,Illinois,IL,"Chicago, IL",602
1662,"Great Bend, KS",Great Bend,KS,15564,Great Bend,1017491,Kansas,KS,"Wichita-Hutchinson, KS",678
1663,"Great Falls, MT",Great Falls,MT,59251,Great Falls,1020899,Montana,MT,"Great Falls, MT",755
1664,"Great Neck Plaza, NY",Great Neck Plaza,NY,7001,Great Neck Plaza,9052053,New York,NY,"New York, NY",501
1665,"Great Neck, NY",Great Neck,NY,9923,Great Neck,1022958,New York,NY,"New York, NY",501
1666,"Greeley, CO",Greeley,CO,91492,Greeley,1014529,Colorado,CO,"Denver, CO",751
1667,"Green Bay, WI",Green Bay,WI,101025,Green Bay,1027991,Wisconsin,WI,"Green Bay-Appleton, WI",658
1668,"Green Cove Springs, FL",Green Cove Springs,FL,6551,Green Cove Springs,1015041,Florida,FL,"Jacksonville, FL",561
1669,"Green River, WY",Green River,WY,12149,Green River,1028473,Wyoming,WY,"Salt Lake City, UT",770
1670,"Green, OH",Green,OH,23404,Green,1023726,Ohio,OH,"Cleveland-Akron (Canton), OH",510
1671,"Greenacres, FL",Greenacres,FL,32174,Greenacres,9052064,Florida,FL,"West Palm Beach-Ft. Pierce, FL",548
1672,"Greenbelt, MD",Greenbelt,MD,21098,Greenbelt,1018608,Maryland,MD,"Washington, DC (Hagerstown, MD)",511
1673,"Greenbrier, AR",Greenbrier,AR,4452,Greenbrier,1013234,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
1674,"Greenbrier, TN",Greenbrier,TN,6553,Greenbrier,9052065,Tennessee,TN,"Nashville, TN",659
1675,"Greencastle, IN",Greencastle,IN,10145,Greencastle,1017120,Indiana,IN,"Indianapolis, IN",527
1676,"Greendale, WI",Greendale,WI,13978,Greendale,1027993,Wisconsin,WI,"Milwaukee, WI",617
1677,"Greeneville, TN",Greeneville,TN,15440,Greeneville,1026005,Tennessee,TN,"Tri-Cities, TN-VA",531
1678,"Greenfield, CA",Greenfield,CA,15222,Greenfield,1013828,California,CA,"Monterey-Salinas, CA",828
1679,"Greenfield, IN",Greenfield,IN,18787,Greenfield,1017121,Indiana,IN,"Indianapolis, IN",527
1680,"Greenfield, OH",Greenfield,OH,5063,Greenfield,1023727,Ohio,OH,"Cincinnati, OH",515
1681,"Greenfield, WI",Greenfield,WI,36075,Greenfield,9052067,Wisconsin,WI,"Milwaukee, WI",617
1682,"Greensboro, NC",Greensboro,NC,250642,Greensboro,1021129,North Carolina,NC,"Greensboro-High Point-Winston Salem, NC",518
1683,"Greensburg, IN",Greensburg,IN,10730,Greensburg,1017122,Indiana,IN,"Indianapolis, IN",527
1684,"Greensburg, PA",Greensburg,PA,15249,Greensburg,1024910,Pennsylvania,PA,"Pittsburgh, PA",508
1685,"Greenville, AL",Greenville,AL,7022,Greenville,1013024,Alabama,AL,"Montgomery (Selma), AL",698
1686,"Greenville, IL",Greenville,IL,7379,Greenville,1016523,Illinois,IL,"St. Louis, MO",609
1687,"Greenville, MI",Greenville,MI,8154,Greenville,1019323,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
1688,"Greenville, MS",Greenville,MS,35764,Greenville,1020740,Mississippi,MS,"Greenwood-Greenville, MS",647
1689,"Greenville, NC",Greenville,NC,79629,Greenville,1021130,North Carolina,NC,"Greenville-New Bern-Washington, NC",545
1690,"Greenville, OH",Greenville,OH,12983,Greenville,1023728,Ohio,OH,"Dayton, OH",542
1691,"Greenville, PA",Greenville,PA,6103,Greenville,1024911,Pennsylvania,PA,"Youngstown, OH",536
1692,"Greenville, SC",Greenville,SC,59988,Greenville,1025565,South Carolina,SC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
1693,"Greenville, TX",Greenville,TX,25676,Greenville,1026442,Texas,TX,"Dallas-Ft. Worth, TX",623
1694,"Greenwood Village, CO",Greenwood Village,CO,14230,Greenwood Village,9052071,Colorado,CO,"Denver, CO",751
1695,"Greenwood, AR",Greenwood,AR,8635,Greenwood,1013235,Arkansas,AR,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
1696,"Greenwood, IN",Greenwood,IN,47720,Greenwood,1017124,Indiana,IN,"Indianapolis, IN",527
1697,"Greenwood, MO",Greenwood,MO,4649,Greenwood,1020364,Missouri,MO,"Kansas City, MO",616
1698,"Greenwood, MS",Greenwood,MS,16084,Greenwood,1020741,Mississippi,MS,"Greenwood-Greenville, MS",647
1699,"Greenwood, SC",Greenwood,SC,22533,Greenwood,1025566,South Carolina,SC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
1700,"Greer, SC",Greer,SC,24557,Greer,1025567,South Carolina,SC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
1701,"Grenada, MS",Grenada,MS,14664,Grenada,1020742,Mississippi,MS,"Greenwood-Greenville, MS",647
1702,"Gresham, OR",Gresham,OR,101221,Gresham,1024471,Oregon,OR,"Portland, OR",820
1703,"Gretna, LA",Gretna,LA,16399,Gretna,1017988,Louisiana,LA,"New Orleans, LA",622
1704,"Gretna, NE",Gretna,NE,6572,Gretna,1021670,Nebraska,NE,"Omaha, NE",652
1705,"Gridley, CA",Gridley,CA,6478,Gridley,1013832,California,CA,"Chico-Redding, CA",868
1706,"Griffin, GA",Griffin,GA,23719,Griffin,1015371,Georgia,GA,"Atlanta, GA",524
1707,"Griffith, IN",Griffith,IN,16311,Griffith,1017125,Indiana,IN,"Chicago, IL",602
1708,"Grimes, IA",Grimes,IA,8419,Grimes,1015813,Iowa,IA,"Des Moines-Ames, IA",679
1709,"Grinnell, IA",Grinnell,IA,9167,Grinnell,1015814,Iowa,IA,"Des Moines-Ames, IA",679
1710,"Grosse Pointe Farms, MI",Grosse Pointe Farms,MI,8614,Grosse Pointe Farms,9052073,Michigan,MI,"Detroit, MI",505
1711,"Grosse Pointe Park, MI",Grosse Pointe Park,MI,10956,Grosse Pointe Park,9052074,Michigan,MI,"Detroit, MI",505
1712,"Grosse Pointe Woods, MI",Grosse Pointe Woods,MI,15154,Grosse Pointe Woods,9052075,Michigan,MI,"Detroit, MI",505
1713,"Grosse Pointe, MI",Grosse Pointe,MI,4996,Grosse Pointe,1019325,Michigan,MI,"Detroit, MI",505
1714,"Groton, CT",Groton,CT,9316,Groton,9052077,Connecticut,CT,"Hartford & New Haven, CT",533
1715,"Grove City, OH",Grove City,OH,33829,Grove City,1023730,Ohio,OH,"Columbus, OH",535
1716,"Grove City, PA",Grove City,PA,7715,Grove City,1024913,Pennsylvania,PA,"Youngstown, OH",536
1717,"Grove, OK",Grove,OK,6338,Grove,1024214,Oklahoma,OK,"Tulsa, OK",671
1718,"Groveland, FL",Groveland,FL,7647,Groveland,1015042,Florida,FL,"Orlando-Daytona Beach-Melbourne, FL",534
1719,"Groveport, OH",Groveport,OH,5240,Groveport,1023731,Ohio,OH,"Columbus, OH",535
1720,"Grover Beach, CA",Grover Beach,CA,13131,Grover Beach,1013835,California,CA,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
1721,"Groves, TX",Groves,TX,14393,Groves,1026444,Texas,TX,"Beaumont-Port Arthur, TX",692
1722,"Grovetown, GA",Grovetown,GA,9224,Grovetown,1015372,Georgia,GA,"Augusta, GA",520
1723,"Guadalupe, CA",Guadalupe,CA,6593,Guadalupe,1013836,California,CA,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
1724,"Gulf Breeze, FL",Gulf Breeze,FL,6580,Gulf Breeze,1015043,Florida,FL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
1725,"Gulf Shores, AL",Gulf Shores,AL,10248,Gulf Shores,1013027,Alabama,AL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
1726,"Gulfport, FL",Gulfport,FL,12327,Gulfport,9052081,Florida,FL,"Tampa-St Petersburg (Sarasota), FL",539
1727,"Gulfport, MS",Gulfport,MS,70055,Gulfport,1020743,Mississippi,MS,"Biloxi-Gulfport, MS",746
1728,"Gunnison, CO",Gunnison,CO,5461,Gunnison,1014532,Colorado,CO,"Denver, CO",751
1729,"Guntersville, AL",Guntersville,AL,8422,Guntersville,1013028,Alabama,AL,"Huntsville-Decatur (Florence), AL",691
1730,"Gurnee, IL",Gurnee,IL,30608,Gurnee,1016527,Illinois,IL,"Chicago, IL",602
1731,"Gustine, CA",Gustine,CA,5094,Gustine,1013840,California,CA,"Fresno-Visalia, CA",866
1732,"Guthrie, OK",Guthrie,OK,11043,Guthrie,1024215,Oklahoma,OK,"Oklahoma City, OK",650
1733,"Guymon, OK",Guymon,OK,10702,Guymon,1024216,Oklahoma,OK,"Amarillo, TX",634
1734,"Gypsum, CO",Gypsum,CO,6052,Gypsum,1014533,Colorado,CO,"Denver, CO",751
1735,"Hackensack, NJ",Hackensack,NJ,42804,Hackensack,1022155,New Jersey,NJ,"New York, NY",501
1736,"Hackettstown, NJ",Hackettstown,NJ,9511,Hackettstown,1022156,New Jersey,NJ,"New York, NY",501
1737,"Haddon Heights, NJ",Haddon Heights,NJ,7589,Haddon Heights,1022157,New Jersey,NJ,"Philadelphia, PA",504
1738,"Haddonfield, NJ",Haddonfield,NJ,11442,Haddonfield,1022158,New Jersey,NJ,"Philadelphia, PA",504
1739,"Hagerstown, MD",Hagerstown,MD,39728,Hagerstown,1018611,Maryland,MD,"Washington, DC (Hagerstown, MD)",511
1740,"Hailey, ID",Hailey,ID,7883,Hailey,1016165,Idaho,ID,"Twin Falls, ID",760
1741,"Haines City, FL",Haines City,FL,19056,Haines City,1015044,Florida,FL,"Tampa-St Petersburg (Sarasota), FL",539
1742,"Haledon, NJ",Haledon,NJ,8517,Haledon,1022160,New Jersey,NJ,"New York, NY",501
1743,"Hales Corners, WI",Hales Corners,WI,7574,Hales Corners,1027996,Wisconsin,WI,"Milwaukee, WI",617
1744,"Half Moon Bay, CA",Half Moon Bay,CA,12449,Half Moon Bay,1013842,California,CA,"San Francisco-Oakland-San Jose, CA",807
1745,"Hallandale Beach, FL",Hallandale Beach,FL,38683,Hallandale Beach,1015045,Florida,FL,"Miami-Ft. Lauderdale, FL",528
1746,"Haltom City, TX",Haltom City,TX,40181,Haltom City,1026451,Texas,TX,"Dallas-Ft. Worth, TX",623
1747,"Ham Lake, MN",Ham Lake,MN,15020,Ham Lake,9052086,Minnesota,MN,"Minneapolis-St. Paul, MN",613
1748,"Hamburg, NY",Hamburg,NY,9400,Hamburg,1022968,New York,NY,"Buffalo, NY",514
1749,"Hamilton, AL",Hamilton,AL,6393,Hamilton,1013030,Alabama,AL,"Birmingham, AL",630
1750,"Hamilton, MT",Hamilton,MT,4817,Hamilton,1020900,Montana,MT,"Missoula, MT",762
1751,"Hamilton, OH",Hamilton,OH,62477,Hamilton,1023732,Ohio,OH,"Cincinnati, OH",515
1752,"Hamlet, NC",Hamlet,NC,5807,Hamlet,1021133,North Carolina,NC,"Charlotte, NC",517
1753,"Hammond, IN",Hammond,IN,76732,Hammond,1017131,Indiana,IN,"Chicago, IL",602
1754,"Hammond, LA",Hammond,LA,19803,Hammond,1017990,Louisiana,LA,"New Orleans, LA",622
1755,"Hammonton, NJ",Hammonton,NJ,13424,Hammonton,1022162,New Jersey,NJ,"Philadelphia, PA",504
1756,"Hampshire, IL",Hampshire,IL,5569,Hampshire,1016531,Illinois,IL,"Chicago, IL",602
1757,"Hampstead, MD",Hampstead,MD,5467,Hampstead,1018613,Maryland,MD,"Baltimore, MD",512
1758,"Hampton, GA",Hampton,GA,5295,Hampton,1015376,Georgia,GA,"Atlanta, GA",524
1759,"Hampton, VA",Hampton,VA,145494,Hampton,1027156,Virginia,VA,"Norfolk-Portsmouth-Newport News,VA",544
1760,"Hamtramck, MI",Hamtramck,MI,20512,Hamtramck,1019330,Michigan,MI,"Detroit, MI",505
1761,"Hanahan, SC",Hanahan,SC,16065,Hanahan,9052095,South Carolina,SC,"Charleston, SC",519
1762,"Hanford, CA",Hanford,CA,50103,Hanford,1013843,California,CA,"Fresno-Visalia, CA",866
1763,"Hannibal, MO",Hannibal,MO,17432,Hannibal,1020370,Missouri,MO,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
1764,"Hanover Park, IL",Hanover Park,IL,36777,Hanover Park,9052100,Illinois,IL,"Chicago, IL",602
1765,"Hanover, PA",Hanover,PA,15025,Hanover,1024919,Pennsylvania,PA,"Harrisburg-Lancaster-Lebanon-York, PA",566
1766,"Hapeville, GA",Hapeville,GA,5978,Hapeville,9052102,Georgia,GA,"Atlanta, GA",524
1767,"Happy Valley, OR",Happy Valley,OR,12643,Happy Valley,9052103,Oregon,OR,"Portland, OR",820
1768,"Harahan, LA",Harahan,LA,9306,Harahan,9052105,Louisiana,LA,"New Orleans, LA",622
1769,"Harker Heights, TX",Harker Heights,TX,25417,Harker Heights,1026455,Texas,TX,"Waco-Temple-Bryan, TX",625
1770,"Harlan, IA",Harlan,IA,4986,Harlan,1015821,Iowa,IA,"Omaha, NE",652
1771,"Harlingen, TX",Harlingen,TX,64843,Harlingen,1026456,Texas,TX,"Harlingen-Weslaco-Brownsville-McAllen, TX",636
1772,"Harper Woods, MI",Harper Woods,MI,12584,Harper Woods,1019335,Michigan,MI,"Detroit, MI",505
1773,"Harrah, OK",Harrah,OK,5208,Harrah,1024220,Oklahoma,OK,"Oklahoma City, OK",650
1774,"Harriman, TN",Harriman,TN,6658,Harriman,1026007,Tennessee,TN,"Knoxville, TN",557
1775,"Harrington Park, NJ",Harrington Park,NJ,4869,Harrington Park,1022164,New Jersey,NJ,"New York, NY",501
1776,"Harrisburg, IL",Harrisburg,IL,9582,Harrisburg,1016536,Illinois,IL,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
1777,"Harrisburg, NC",Harrisburg,NC,5819,Harrisburg,1021139,North Carolina,NC,"Charlotte, NC",517
1778,"Harrisburg, PA",Harrisburg,PA,47148,Harrisburg,1024922,Pennsylvania,PA,"Harrisburg-Lancaster-Lebanon-York, PA",566
1779,"Harrison, AR",Harrison,AR,13200,Harrison,1013241,Arkansas,AR,"Springfield, MO",619
1780,"Harrison, NJ",Harrison,NJ,15201,Harrison,1022165,New Jersey,NJ,"New York, NY",501
1781,"Harrison, NY",Harrison,NY,26665,Harrison,1022977,New York,NY,"New York, NY",501
1782,"Harrison, OH",Harrison,OH,9387,Harrison,1023737,Ohio,OH,"Cincinnati, OH",515
1783,"Harrisonburg, VA",Harrisonburg,VA,44015,Harrisonburg,1027158,Virginia,VA,"Harrisonburg, VA",569
1784,"Harrisonville, MO",Harrisonville,MO,9749,Harrisonville,1020373,Missouri,MO,"Kansas City, MO",616
1785,"Harrodsburg, KY",Harrodsburg,KY,8192,Harrodsburg,1017786,Kentucky,KY,"Lexington, KY",541
1786,"Hartford City, IN",Hartford City,IN,6302,Hartford City,1017134,Indiana,IN,"Indianapolis, IN",527
1787,"Hartford, CT",Hartford,CT,124062,Hartford,1014743,Connecticut,CT,"Hartford & New Haven, CT",533
1788,"Hartford, WI",Hartford,WI,13853,Hartford,1027999,Wisconsin,WI,"Milwaukee, WI",617
1789,"Hartland, WI",Hartland,WI,8692,Hartland,1028000,Wisconsin,WI,"Milwaukee, WI",617
1790,"Hartselle, AL",Hartselle,AL,13888,Hartselle,1013032,Alabama,AL,"Huntsville-Decatur (Florence), AL",691
1791,"Hartsville, SC",Hartsville,SC,7465,Hartsville,1025571,South Carolina,SC,"Florence-Myrtle Beach, SC",570
1792,"Hartsville, TN",Hartsville,TN,7822,Hartsville,1026009,Tennessee,TN,"Nashville, TN",659
1793,"Hartwell, GA",Hartwell,GA,4298,Hartwell,1015379,Georgia,GA,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
1794,"Harvard, IL",Harvard,IL,9855,Harvard,1016537,Illinois,IL,"Chicago, IL",602
1795,"Harvey, IL",Harvey,IL,28056,Harvey,1016538,Illinois,IL,"Chicago, IL",602
1796,"Harwood Heights, IL",Harwood Heights,IL,8058,Harwood Heights,1016539,Illinois,IL,"Chicago, IL",602
1797,"Hasbrouck Heights, NJ",Hasbrouck Heights,NJ,11410,Hasbrouck Heights,1022167,New Jersey,NJ,"New York, NY",501
1798,"Hastings-on-Hudson, NY",Hastings-on-Hudson,NY,7919,Hastings-on-Hudson,1022981,New York,NY,"New York, NY",501
1799,"Hastings, MI",Hastings,MI,6858,Hastings,1019344,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
1800,"Hastings, MN",Hastings,MN,22126,Hastings,1019872,Minnesota,MN,"Minneapolis-St. Paul, MN",613
1801,"Hastings, NE",Hastings,NE,25394,Hastings,1021674,Nebraska,NE,"Lincoln & Hastings-Kearney, NE",722
1802,"Hatboro, PA",Hatboro,PA,7125,Hatboro,1024926,Pennsylvania,PA,"Philadelphia, PA",504
1803,"Hattiesburg, MS",Hattiesburg,MS,51993,Hattiesburg,1020746,Mississippi,MS,"Hattiesburg-Laurel, MS",710
1804,"Havelock, NC",Havelock,NC,21764,Havelock,1021141,North Carolina,NC,"Greenville-New Bern-Washington, NC",545
1805,"Haverhill, MA",Haverhill,MA,61275,Haverhill,1018238,Massachusetts,MA,"Boston, MA-Manchester, NH",506
1806,"Haverstraw, NY",Haverstraw,NY,11029,Haverstraw,1022983,New York,NY,"New York, NY",501
1807,"Havre de Grace, MD",Havre de Grace,MD,13085,Havre de Grace,1018616,Maryland,MD,"Baltimore, MD",512
1808,"Havre, MT",Havre,MT,9575,Havre,1020904,Montana,MT,"Great Falls, MT",755
1809,"Hawaiian Gardens, CA",Hawaiian Gardens,CA,15229,Hawaiian Gardens,9052114,California,CA,"Los Angeles, CA",803
1810,"Hawthorn Woods, IL",Hawthorn Woods,IL,8067,Hawthorn Woods,9052115,Illinois,IL,"Chicago, IL",602
1811,"Hawthorne, CA",Hawthorne,CA,84305,Hawthorne,1013846,California,CA,"Los Angeles, CA",803
1812,"Hawthorne, NJ",Hawthorne,NJ,17997,Hawthorne,1022170,New Jersey,NJ,"New York, NY",501
1813,"Hayden, ID",Hayden,ID,12873,Hayden,1016168,Idaho,ID,"Spokane, WA",881
1814,"Hays, KS",Hays,KS,20368,Hays,1017500,Kansas,KS,"Wichita-Hutchinson, KS",678
1815,"Haysville, KS",Haysville,KS,10364,Haysville,1017501,Kansas,KS,"Wichita-Hutchinson, KS",678
1816,"Hayward, CA",Hayward,CA,142061,Hayward,1013848,California,CA,"San Francisco-Oakland-San Jose, CA",807
1817,"Hazard, KY",Hazard,KY,4796,Hazard,1017789,Kentucky,KY,"Lexington, KY",541
1818,"Hazel Crest, IL",Hazel Crest,IL,14075,Hazel Crest,1016541,Illinois,IL,"Chicago, IL",602
1819,"Hazel Park, MI",Hazel Park,MI,17955,Hazel Park,1019345,Michigan,MI,"Detroit, MI",505
1820,"Hazelwood, MO",Hazelwood,MO,25345,Hazelwood,1020377,Missouri,MO,"St. Louis, MO",609
1821,"Hazlehurst, MS",Hazlehurst,MS,4387,Hazlehurst,1020747,Mississippi,MS,"Jackson, MS",718
1822,"Hazleton, PA",Hazleton,PA,21732,Hazleton,1024931,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
1823,"Healdsburg, CA",Healdsburg,CA,10971,Healdsburg,1013849,California,CA,"San Francisco-Oakland-San Jose, CA",807
1824,"Hearne, TX",Hearne,TX,4578,Hearne,1026463,Texas,TX,"Waco-Temple-Bryan, TX",625
1825,"Heath, OH",Heath,OH,8903,Heath,1023740,Ohio,OH,"Columbus, OH",535
1826,"Heber Springs, AR",Heber Springs,AR,7203,Heber Springs,1013245,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
1827,"Helena-West Helena, AR",Helena-West Helena,AR,12190,Helena-West Helena,9052118,Arkansas,AR,"Memphis, TN",640
1828,"Helena, AL",Helena,AL,14639,Helena,1013039,Alabama,AL,"Birmingham, AL",630
1829,"Helena, MT",Helena,MT,29351,Helena,1020906,Montana,MT,"Helena, MT",766
1830,"Hellertown, PA",Hellertown,PA,5659,Hellertown,1024933,Pennsylvania,PA,"Philadelphia, PA",504
1831,"Helotes, TX",Helotes,TX,7831,Helotes,1026465,Texas,TX,"San Antonio, TX",641
1832,"Hemet, CA",Hemet,CA,70991,Hemet,1013852,California,CA,"Los Angeles, CA",803
1833,"Hempstead, NY",Hempstead,NY,53915,Hempstead,1022987,New York,NY,"New York, NY",501
1834,"Hempstead, TX",Hempstead,TX,7401,Hempstead,1026467,Texas,TX,"Houston, TX",618
1835,"Henderson, KY",Henderson,KY,27933,Henderson,1017791,Kentucky,KY,"Evansville, IN",649
1836,"Henderson, NC",Henderson,NC,15850,Henderson,1021145,North Carolina,NC,"Raleigh-Durham (Fayetteville), NC",560
1837,"Henderson, NV",Henderson,NV,252064,Henderson,1022635,Nevada,NV,"Las Vegas, NV",839
1838,"Henderson, TN",Henderson,TN,6418,Henderson,1026012,Tennessee,TN,"Jackson, TN",639
1839,"Henderson, TX",Henderson,TX,11631,Henderson,1026468,Texas,TX,"Tyler-Longview(Lufkin & Nacogdoches), TX",709
1840,"Hendersonville, NC",Hendersonville,NC,12005,Hendersonville,1021146,North Carolina,NC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
1841,"Hendersonville, TN",Hendersonville,TN,47725,Hendersonville,1026013,Tennessee,TN,"Nashville, TN",659
1842,"Henryetta, OK",Henryetta,OK,6031,Henryetta,1024227,Oklahoma,OK,"Tulsa, OK",671
1843,"Hephzibah, GA",Hephzibah,GA,4533,Hephzibah,1015383,Georgia,GA,"Augusta, GA",520
1844,"Hercules, CA",Hercules,CA,24484,Hercules,1013854,California,CA,"San Francisco-Oakland-San Jose, CA",807
1845,"Hereford, TX",Hereford,TX,14499,Hereford,1026470,Texas,TX,"Amarillo, TX",634
1846,"Herkimer, NY",Herkimer,NY,6970,Herkimer,1022990,New York,NY,"Utica, NY",526
1847,"Hermantown, MN",Hermantown,MN,9361,Hermantown,9052122,Minnesota,MN,"Duluth, MN-Superior, WI",676
1848,"Hermiston, OR",Hermiston,OR,15297,Hermiston,1024478,Oregon,OR,"Yakima-Pasco-Richland-Kennewick, WA",810
1849,"Hermitage, PA",Hermitage,PA,16327,Hermitage,1024935,Pennsylvania,PA,"Youngstown, OH",536
1850,"Hermosa Beach, CA",Hermosa Beach,CA,19350,Hermosa Beach,1013856,California,CA,"Los Angeles, CA",803
1851,"Hernando, MS",Hernando,MS,12318,Hernando,1020749,Mississippi,MS,"Memphis, TN",640
1852,"Herndon, VA",Herndon,VA,22045,Herndon,1027163,Virginia,VA,"Washington, DC (Hagerstown, MD)",511
